doculect	concept	ipa	asjp	cogid	Gold
Basap (Lebo)	excrement	taiʔ	tai7	1	
Tabalar Basap	excrement	tay	tai	1	
Segai Basap	excrement	tay	tai	1	
Ngorek	excrement	taʔe	ta7e	1	
Mpraa	excrement	taʔayʔ	ta7ai7	1	
Baram Kayan	excrement	taʔe	ta7e	1	
Apo Kayan Kayan	excrement	taʔeːʔ	ta7e7	1	
Busang	excrement	teʔeʔ	te7e7	1	
Bahau Saq	excrement	taʔeːʔ	ta7e7	1	
PKM	excrement	taʔi	ta7i	1	
Long Gelat	excrement	pae̯ʔ	pae7	1	3
Modang woeg helag	excrement	payʔ	pai7	1	3
Gaai	excrement	təʔeə̯ŋ	t37e3N	1	
Dalat Melanau	excrement	taʔay	ta7ai	1	
Kanowit	excrement	təʔeŋ	t37eN	1	
Sekapan	excrement	taʔeʔ	ta7e7	1	
Kejaman	excrement	taʔəy	ta73i	1	
Lahanan	excrement	taʔi	ta7i	1	
Punan Tuvu'	excrement	taʔih	ta7ih	1	
Punan Bah	excrement	taʔi	ta7i	1	
Beketan	excrement	tai	tai	1	
Punan Lisum	excrement	tai	tai	1	
Ukit	excrement	tai	tai	1	
Buket	excrement	tai	tai	1	
Hovongan	excrement	taʔi	ta7i	1	
Kereho	excrement	tɛʔiʔ	tE7i7	1	
Seputan	excrement	taʔi	ta7i	1	
Aoheng	excrement	taʔi	ta7i	1	
Sebop (old)	excrement	ani	ani	1	4
Penan Mubui	excrement	aniʔ	ani7	1	4
Penan Jekitan	excrement	aniʔ	ani7	1	4
Penan Beku	excrement	aniʔ	ani7	1	4
Vo	excrement	aniʔ	ani7	1	4
Gah	excrement	taʔi	ta7i	1	
Laang	excrement	taʔi	ta7i	1	
Sawa	excrement	taʔi	ta7i	1	
Tau	excrement	taʔi	ta7i	1	
Badeng	excrement	taʔi təliŋa	ta7it3liNa	1	
Lun-Dayeh	excrement	taiʔ	tai7	1	
Kelabit	excrement	taeʔ	tae7	1	
Miri	excrement	taʔayʔ	ta7ai7	1	
Narum	excrement	taiʔ	tai7	1	
Kiput	excrement	taayʔ	taai7	1	
Berawan (jeegan)	excrement	taʔɛʔ	ta7E7	1	
Berawan (Terawan)	excrement	taiʔ	tai7	1	
SBisaya	excrement	tataiʔ	tatai7	1	
BrDusun	excrement	tai	tai	1	
LBisaya	excrement	tai	tai	1	
LBisaya	excrement	tatai	tatai	1	
Lotud	excrement	taʔiʔ	ta7i7	1	
Burusu	excrement	titay	titai	1	
Idaan	excrement	tay	tai	1	
Seguliud	excrement	tay	tai	1	
Begak	excrement	tay	tai	1	
Bonggi	excrement	tətoi	t3toi	1	
Molbog	excrement	toʔoy	to7oi	1	
Bulungan	excrement	tai	tai	1	
Maanyan	excrement	edeh	edeh	2	5
Dusun	excrement	edeh	edeh	2	5
Rungus	excrement	taiʔ			1
Kadazan Kimanis	excrement	taʔi 			1
Dumpas	excrement	tataiʔ			1
Lingkabau	excrement	tətai			1
Lobu Lanas	excrement	taʔi			1
Tatana	excrement	tataiʔ			1
Papar	excrement	taʔi			1
Timugon Murut	excrement	tatai			1
Tidung Sumbol	excrement	totoy 			1
Taman	eye	mata	mata	1	
Ambalo	eye	mata	mata	1	
Indonesian/Malay	eye	mata	mata	1	
Kendayan 2	eye	matae	matae	1	
Ketapang	eye	mato	mato	1	
Keninjal	eye	mata	mata	1	
Seberuang	eye	mata	mata	1	
Upper Kapuas Iban	eye	mata	mata	1	
Mualang	eye	mata	mata	1	
Benyadu	eye	matuʔ	matu7	1	
Bekati	eye	matṵː	matu	1	
Hliboi Bidayuh	eye	bitotn	bitotn	1	
Sungkung	eye	bahtɨtn	baht3tn	1	
Golik	eye	bɤtɘh	bot3h	1	
Jangkang	eye	motuh	motuh	1	
Ribun	eye	motuh	motuh	1	
Pangkodan Sanggau	eye	motih	motih	1	
Kadorih	eye	maʰtaʔ	mahta7	1	
Ngaju	eye	mataʔ	mata7	1	
Kapuas	eye	mateʔ	mate7	1	
Bakumpai	eye	mateʔ	mate7	1	
Maanyan	eye	mate	mate	1	
Dusun	eye	mate	mate	1	
Tawoyan	eye	matəʔ	mat37	1	
Paser	eye	matoʔ	mato7	1	
Benuaq	eye	mataʔ	mata7	1	
Basap (Lebo)	eye	mata	mata	1	
Tabalar Basap	eye	mata	mata	1	
Segai Basap	eye	mata	mata	1	
Ngorek	eye	mataʔ	mata7	1	
Mpraa	eye	matãə̯̃	mata3	1	
Baram Kayan	eye	matan	matan	1	
Apo Kayan Kayan	eye	matán	matan	1	
Busang	eye	matan	matan	1	
Bahau Saq	eye	mataːʔ	mata7	1	
Bahau Saq	eye	matan	matan	1	
PKM	eye	mata	mata	1	
Long Gelat	eye	mətiə̯n	m3ti3n	1	
Modang woeg helag	eye	məteə̯n	m3te3n	1	
Gaai	eye	gutan	gutan	1	
Kelai	eye	mtæːn	mtEn	1	
Dalat Melanau	eye	mata	mata	1	
Kanowit	eye	matan	matan	1	
Sekapan	eye	mata	mata	1	
Kejaman	eye	matah	matah	1	
Lahanan	eye	matah	matah	1	
Punan Tuvu'	eye	mətan	m3tan	1	
Punan Bah	eye	mato	mato	1	
Beketan	eye	mata	mata	1	
Punan Lisum	eye	matan	matan	1	
Punan Aput	eye	matan	matan	1	
Ukit	eye	matə	mat3	1	
Buket	eye	matɨ	mat3	1	
Hovongan	eye	maton	maton	1	
Kereho	eye	maton	maton	1	
Seputan	eye	maton	maton	1	
Aoheng	eye	maton	maton	1	
Sebop (old)	eye	atən	at3n	1	
Penan Mubui	eye	matən	mat3n	1	
Penan Jekitan	eye	matən	mat3n	1	
Penan Beku	eye	matən	mat3n	1	
Vo	eye	matɨ	mat3	1	
Pawe	eye	mate	mate	1	
Gah	eye	mata	mata	1	
Laang	eye	mata	mata	1	
Sawa	eye	mata	mata	1	
Tau	eye	mata	mata	1	
Badeng	eye	mata	mata	1	
Lun-Dayeh	eye	matəh	mat3h	1	
Kelabit	eye	matəh	mat3h	1	
Miri	eye	matah	matah	1	
Narum	eye	matəh	mat3h	1	
Kiput	eye	matəh	mat3h	1	
Berawan (jeegan)	eye	mata	mata	1	
Berawan (Terawan)	eye	mattəh	matt3h	1	
SBisaya	eye	matu	matu	1	
BrDusun	eye	mato	mato	1	
LBisaya	eye	mato	mato	1	
Lotud	eye	mato	mato	1	
Burusu	eye	mato	mato	1	
Idaan	eye	mato	mato	1	
Seguliud	eye	mato	mato	1	
Begak	eye	mato	mato	1	
Bonggi	eye	mata	mata	1	
Molbog	eye	mata	mata	1	
Bulungan	eye	mata	mata	1	
Tunjung	eye	weː	we	2	
Rungus	eye	mato			1
Kadazan Kimanis	eye	mato			1
Dumpas	eye	mato			1
Lingkabau	eye	matə			1
Lobu Lanas	eye	matə			1
Tatana	eye	mato			1
Papar	eye	mato			1
Timugon Murut	eye	mato			1
Tidung Sumbol	eye	mato			1
Indonesian/Malay	eye brow	alis	alis	1	
Kendayan 2	eye brow	alise	alise	1	
Mualang	eye brow	alɛs	alEs	1	
Golik	eye brow	alis	alis	1	
Pangkodan Sanggau	eye brow	alis	alis	1	
Ngaju	eye brow	alis	alis	1	
Kapuas	eye brow	alis	alis	1	
Ambalo	eye brow	kaniŋan	kaniNan	2	
Maanyan	eye brow	kaniŋ	kaniN	2	
Dusun	eye brow	kiniŋ	kiniN	2	
Segai Basap	eye brow	kəniŋ	k3niN	2	
Bulungan	eye brow	kəniŋ	k3niN	2	
Baram Kayan	eye brow	kusap	kusap	3	
Apo Kayan Kayan	eye brow	kusap	kusap	3	
Busang	eye brow	kusap	kusap	3	
Modang woeg helag	eye brow	lip	lip	4	
Gaai	eye brow	lip	lip	4	
Kelai	eye brow	lip	lip	4	
Keninjal	eye brow	bulu kəlibuŋ	buluk3libuN	5	
Upper Kapuas Iban	eye brow	bulu kəniə̯ŋ	buluk3ni3N	5	2
Benyadu	eye brow	burutn arinɪŋ	burutnariniN	5	2
Bekati	eye brow	buɣut kanit	buxutkanit	5	6
Tawoyan	eye brow	buluʔ kirat	bulu7kirat	5	7
Basap (Lebo)	eye brow	bulu kəiŋ	buluk3iN	5	8
Ngorek	eye brow	leko	leko	5	9
Bahau Saq	eye brow	kəluŋaw	k3luNaw	5	10
Dalat Melanau	eye brow	likaw	likaw	5	9
Kanowit	eye brow	likaw	likaw	5	9
Sekapan	eye brow	boɮəw likaw	boL3wlikaw	5	9
Kejaman	eye brow	buɮəw likaw	buL3wlikaw	5	9
Lahanan	eye brow	buləw likaw	bul3wlikaw	5	9
Punan Bah	eye brow	likuow	likuow	5	9
Beketan	eye brow	bulu lokow	bululokow	5	9
Punan Lisum	eye brow	bulun likow	bulunlikow	5	9
Punan Aput	eye brow	bulun likow	bulunlikow	5	9
Ukit	eye brow	bulun liko	bulunliko	5	9
Buket	eye brow	bulun iko	buluniko	5	9
Penan Mubui	eye brow	likaw	likaw	5	9
Penan Jekitan	eye brow	likaw	likaw	5	9
Penan Beku	eye brow	likaw	likaw	5	9
Vo	eye brow	likaw	likaw	5	9
Pawe	eye brow	səp likaw	s3plikaw	5	9
Gah	eye brow	likaw	likaw	5	9
Laang	eye brow	likaw	likaw	5	9
Sawa	eye brow	likaw	likaw	5	9
Tau	eye brow	likaw	likaw	5	9
Badeng	eye brow	likaw	likaw	5	9
Lun-Dayeh	eye brow	bulu matəh	bulumat3h	5	10
Hovongan	eye brow	buːn maton	bunmaton	6	10
Seputan	eye brow	buun bakun	buunbakun	6	11
Aoheng	eye brow	buun bakuŋ	buunbakuN	6	11
Paser	eye brow	kitat	kitat	7	12
Kiput	eye brow	kiraaw	kiraaw	7	13
Berawan (jeegan)	eye brow	kəlayən	k3lai3n	7	14
Berawan (Terawan)	eye brow	kalayən	kalai3n	7	14
SBisaya	eye brow	kiray	kirai	7	15
BrDusun	eye brow	kiray	kirai	7	15
LBisaya	eye brow	kiray	kirai	7	15
Lotud	eye brow	kiar	kiar	7	15
Burusu	eye brow	kiroy	kiroi	7	15
Bonggi	eye brow	kiri	kiri	7	15
Molbog	eye brow	kiroy	kiroi	7	15
Idaan	eye brow	mukkuŋ	mukkuN	8	16
Seguliud	eye brow	mokkuŋ	mokkuN	8	16
Begak	eye brow	mukkuŋ	mukkuN	8	16
Ketapang	eye brow	tukolok boŋkaw	tukolokboNkaw	9	17
Seberuang	eye brow	kəlipak mata	k3lipakmata	10	18
Ribun	eye brow	buhuh bansuː	buhuhbansu	11	19
Tabalar Basap	eye brow	pəñaleŋan	p3naleNan	12	20
Rungus	eye brow	sambakon			11
Kadazan Kimanis	eye brow	kudow			13
Dumpas	eye brow	kudow			13
Lingkabau	eye brow	kudəw			13
Lobu Lanas	eye brow	kudəw			13
Tatana	eye brow	kudow			13
Papar	eye brow	kaʔdat			21
Timugon Murut	eye brow	kurow			13
Tidung Sumbol	eye brow	kiloy			15
Ambalo	eyelash	bulu mata	bulumata	1	
Indonesian/Malay	eyelash	bulu mata	bulumata	1	
Kendayan 2	eyelash	bulu mata	bulumata	1	
Ketapang	eyelash	buluː mato	bulumato	1	
Keninjal	eyelash	bulu mata	bulumata	1	
Upper Kapuas Iban	eyelash	bulu mata	bulumata	1	
Mualang	eyelash	bulu mata	bulumata	1	
Benyadu	eyelash	burutn matuʔ	burutnmatu7	1	
Bekati	eyelash	buɣut kanit	buxutkanit	1	
Sungkung	eyelash	bulutn bahtɨtn	bulutnbaht3tn	1	
Golik	eyelash	buʀuh bɤtɘh	buruhbot3h	1	
Jangkang	eyelash	buɣuh motuh	buxuhmotuh	1	
Ribun	eyelash	buhuh motuh	buhuhmotuh	1	
Pangkodan Sanggau	eyelash	buɣu motih	buxumotih	1	
Kadorih	eyelash	buɾu maʰtaʔ	burumahta7	1	
Kapuas	eyelash	bulun mateʔ	bulunmate7	1	
Bakumpai	eyelash	bulu mateʔ	bulumate7	1	
Maanyan	eyelash	wulu mate	wulumate	1	
Dusun	eyelash	wulu mate	wulumate	1	
Tawoyan	eyelash	buluʔ matəʔ	bulu7mat37	1	
Paser	eyelash	bulu matoʔ	bulumato7	1	
Benuaq	eyelash	buluʔ mataʔ	bulu7mata7	1	
Mpraa	eyelash	mbləwŋ matãə̯̃	mbl3wNmata3	1	
Apo Kayan Kayan	eyelash	usap matan	usapmatan	1	
Busang	eyelash	bulu matan	bulumatan	1	
Bahau Saq	eyelash	bulun mataːʔ	bulunmata7	1	
Long Gelat	eyelash	blən mətiə̯n	bl3nm3ti3n	1	
Gaai	eyelash	bloə̯n gutan	blo3ngutan	1	
Kelai	eyelash	bləo̯n mtæːn	bl3onmtEn	1	
Punan Tuvu'	eyelash	bulun mətan	bulunm3tan	1	
Beketan	eyelash	bulu mata	bulumata	1	
Punan Lisum	eyelash	bulun matan	bulunmatan	1	
Punan Aput	eyelash	bulun matan	bulunmatan	1	
Buket	eyelash	bulun matɨ	bulunmat3	1	
Hovongan	eyelash	buːn maton	bunmaton	1	
Kereho	eyelash	buun maton	buunmaton	1	
Seputan	eyelash	buun maton	buunmaton	1	
Aoheng	eyelash	buun maton	buunmaton	1	
Penan Beku	eyelash	mulun maten	mulunmaten	1	
Tau	eyelash	bulu cəp	buluT3p	1	
Badeng	eyelash	cəp	T3p	1	
LBisaya	eyelash	bulu mato	bulumato	1	
Bulungan	eyelash	bulu	bulu	1	
Punan Aput	eyelash	matak	matak	2	
Punan Aput	eyelash	matam	matam	2	
SBisaya	eyelash	kirop	kirop	3	
BrDusun	eyelash	kirop	kirop	3	
Lotud	eyelash	kirop	kirop	3	
Idaan	eyelash	kədtop	k3dtop	3	
Seguliud	eyelash	kodtop	kodtop	3	
Begak	eyelash	kədtop	k3dtop	3	
Bonggi	eyelash	kirap	kirap	3	
Molbog	eyelash	kulob	kulob	3	
Hliboi Bidayuh	eyelash	bləu̯tn klia̩t	bl3utnkliat	4	
Indonesian/Malay	face	muka	muka	1	
Kendayan 2	face	muha	muha	1	
Keninjal	face	mukaː	muka	1	
Seberuang	face	muá	mua	1	
Upper Kapuas Iban	face	mua	mua	1	
Mualang	face	mua	mua	1	
Bekati	face	mukáːʔ	muka7	1	
Basap (Lebo)	face	mua	mua	1	
Segai Basap	face	moha	moha	1	
Hliboi Bidayuh	face	ɟiwitn	Ciwitn	2	
Sungkung	face	ʤawitn	jawitn	2	
Golik	face	ʤɔwiː	jowi	2	
Jangkang	face	ʤoi̩	joi	2	
Ribun	face	ʤowiː	jowi	2	
Pangkodan Sanggau	face	ʤowíː	jowi	2	
Dalat Melanau	face	ʤaway	jawai	2	
Kanowit	face	ʤaway	jawai	2	
Punan Tuvu'	face	ʤawey	jawei	2	
Penan Mubui	face	daʔin	da7in	2	3
Penan Beku	face	dain	dain	2	3
Miri	face	ʤabih	jabih	2	
Narum	face	ʤaweə̯y	jawe3i	2	
Kiput	face	dafiəy	dafi3i	2	
Berawan (Terawan)	face	diay	diai	2	
Indonesian/Malay	face	waʤah	wajah	3	4
Benyadu	face	bahas	bahas	3	5
Bekati	face	bahas	bahas	3	5
Ngaju	face	bauʔ	bau7	3	6
Kapuas	face	bauʔ	bau7	3	6
Bakumpai	face	bauʔ	bau7	3	6
Sekapan	face	baɮaw	baLaw	3	7
Kejaman	face	baɮəwʔ	baL3w7	3	7
Lahanan	face	baluʔ	balu7	3	7
Beketan	face	bahaʔ	baha7	3	8
Tawoyan	face	wae	wae	4	9
Paser	face	wae	wae	4	9
Tunjung	face	weː	we	4	9
Mpraa	face	naŋ	naN	5	10
Baram Kayan	face	nəŋ	n3N	5	10
Apo Kayan Kayan	face	hinaŋ	hinaN	5	10
Busang	face	naŋ	naN	5	10
Bahau Saq	face	inaŋ	inaN	5	10
PKM	face	inəŋ	in3N	5	10
Long Gelat	face	ñaːŋ	naN	5	10
Modang woeg helag	face	n͂aə̯ŋ	na3N	5	10
Gaai	face	noŋ	noN	5	10
Kelai	face	nəo̯ŋ	n3oN	5	10
Punan Lisum	face	irap	irap	6	11
Punan Aput	face	irap	irap	6	11
Ukit	face	irap	irap	6	11
Buket	face	irap	irap	6	11
Hovongan	face	irap	irap	6	11
Kereho	face	irap	irap	6	11
Seputan	face	irap	irap	6	11
Aoheng	face	irap	irap	6	11
Punan Bah	face	sʸiluə̯ŋ	silu3N	7	12
Sebop (old)	face	siluŋ	siluN	7	12
Vo	face	siloŋ	siloN	7	12
Pawe	face	siluŋ	siluN	7	12
Gah	face	siloŋ	siloN	7	12
Laang	face	siloŋ	siloN	7	12
Tau	face	siloŋ	siloN	7	12
Lun-Dayeh	face	kiuŋ	kiuN	7	13
Taman	face	rubah	rubah	8	14
Maanyan	face	uru wawaʔ	uruwawa7	8	15
SBisaya	face	rabas	rabas	8	16
BrDusun	face	rabas	rabas	8	16
LBisaya	face	rabas	rabas	8	16
Burusu	face	rabas	rabas	8	16
Bonggi	face	rua	rua	8	17
Molbog	face	rupa	rupa	8	18
Lotud	face	paras	paras	9	19
Idaan	face	paras	paras	9	19
Begak	face	paras	paras	9	19
Idaan	face	aŋas	aNas	10	20
Seguliud	face	aŋas	aNas	10	20
Ketapang	face	pəmuhoʔan	p3muho7an	11	21
Bulungan	face	pəmuon	p3muon	11	21
Ambalo	face	lindoʔ	lindo7	12	22
Dusun	face	raʔi mate	ra7imate	13	23
Benuaq	face	boteᵗn	boten	14	24
Tabalar Basap	face	huʤam	hujam	15	25
Rungus	face	vuros			19
Kadazan Kimanis	face	fuʔos			19
Dumpas	face	poros			19
Lingkabau	face	rərəs			19
Lobu Lanas	face	payu			19
Tatana	face	dabas			16
Papar	face	daʔbas			16
Timugon Murut	face	bulos			19
Tidung Sumbol	face	yayuʔ			26
Ambalo	fall	alaoʔ	alao7	1	
Seberuang	fall	ɣuboh	xuboh	1	
Upper Kapuas Iban	fall	laboə̯h	labo3h	1	
Mualang	fall	laboə̯h	labo3h	1	
Hliboi Bidayuh	fall	libuʔ	libu7	1	
Sungkung	fall	abuʔ	abu7	1	
Golik	fall	ʀobuʔ	robu7	1	
Pangkodan Sanggau	fall	lɔput	loput	1	
Bakumpai	fall	labuʔ	labu7	1	
Maanyan	fall	lavuʔ	lavu7	1	
Dusun	fall	lavuʔ	lavu7	1	
Ngorek	fall	labuʔ	labu7	1	
Mpraa	fall	taɓau̯ː	tapau	1	
Baram Kayan	fall	ləgaʔ	l3ga7	1	2
Apo Kayan Kayan	fall	ləgeə̯k	l3ge3k	1	2
Busang	fall	ləgak	l3gak	1	2
Bahau Saq	fall	ləgaːʔ	l3ga7	1	2
PKM	fall	ləgaʔ	l3ga7	1	2
Kanowit	fall	laboʔ	labo7	1	
Sekapan	fall	bəlavəwʔ	b3lav3w7	1	
Kejaman	fall	bəlavəwʔ	b3lav3w7	1	
Lahanan	fall	bəlavuʔ	b3lavu7	1	
Punan Aput	fall	laru	laru	1	3
Kereho	fall	laheʔ	lahe7	1	4
Penan Mubui	fall	pəlohoʔ	p3loho7	1	4
Penan Jekitan	fall	pəluʔ	p3lu7	1	4
Penan Beku	fall	pəluʔ	p3lu7	1	4
Vo	fall	laɓo	lapo	1	
Pawe	fall	laɓoʔ	lapo7	1	
Gah	fall	laboʔ	labo7	1	
Laang	fall	laboʔ	labo7	1	
Sawa	fall	laboʔ	labo7	1	
Tau	fall	laboʔ	labo7	1	
Badeng	fall	laboʔ	labo7	1	
Idaan	fall	rabuʔ	rabu7	1	
Bonggi	fall	dabuʔ	dabu7	1	
Molbog	fall	modabuʔ	modabu7	1	
Molbog	fall	idabuʔ	idabu7	1	
Bulungan	fall	labu	labu	1	
Ambalo	fall	alaoʔ	alao7	1	
Upper Kapuas Iban	fall	laboə̯h	labo3h	1	
Mualang	fall	laboə̯h	labo3h	1	
Hliboi Bidayuh	fall	libuʔ	libu7	1	
Sungkung	fall	abuʔ	abu7	1	
Golik	fall	ʀobuʔ	robu7	1	
Pangkodan Sanggau	fall	lɔput	loput	1	
Maanyan	fall	lavuʔ	lavu7	1	
Dusun	fall	lavuʔ	lavu7	1	
Apo Kayan Kayan	fall	ləgeə̯k	l3ge3k	1	
Modang woeg helag	fall	ləhoəh	l3ho3h	1	
Kanowit	fall	laboʔ	labo7	1	
Sekapan	fall	bəlavəwʔ	b3lav3w7	1	
Kejaman	fall	bəlavəwʔ	b3lav3w7	1	
Lahanan	fall	bəlavuʔ	b3lavu7	1	
Punan Tuvu'	fall	ləruh	l3ruh	1	
Punan Bah	fall	balavuʔ	balavu7	1	
Punan Aput	fall	laru	laru	1	3
Kereho	fall	laheʔ	lahe7	1	
Sebop (old)	fall	pəlavu	p3lavu	1	
Penan Jekitan	fall	pəluʔ	p3lu7	1	
Penan Beku	fall	pəluʔ	p3lu7	1	
Gah	fall	laboʔ	labo7	1	
Kelabit	fall	lukaʔ	luka7	1	
Idaan	fall	rabuʔ	rabu7	1	
Bonggi	fall	dabuʔ	dabu7	1	
Molbog	fall	modabuʔ	modabu7	1	
Molbog	fall	idabuʔ	idabu7	1	
Bulungan	fall	labu	labu	1	
Paser	fall	toyak	toiak	2	
Modang woeg helag	fall	tɒʔ ayk	to7aik	2	
Long Gelat	fall	təʔiːə̯ʔ	t37i37	2	
Kadorih	fall	batahak	batahak	3	
Basap (Lebo)	fall	murak	murak	3	
Gaai	fall	mʔeak	m7eak	3	
Punan Bah	fall	motop	motop	3	
Beketan	fall	matek	matek	3	
Punan Lisum	fall	matek	matek	3	
Ukit	fall	mətek	m3tek	3	
Buket	fall	matek	matek	3	
Miri	fall	made	made	3	
Narum	fall	madiʔ	madi7	3	
Idaan	fall	batak	batak	3	
Kadorih	fall	batahak	batahak	3	
Basap (Lebo)	fall	murak	murak	3	
Beketan	fall	matek	matek	3	
Punan Lisum	fall	matek	matek	3	
Ukit	fall	mətek	m3tek	3	
Miri	fall	made	made	3	
Narum	fall	madiʔ	madi7	3	
Berawan (Terawan)	fall	maci	maTi	3	
Idaan	fall	batak	batak	3	
Taman	fall	adatoʔ	adato7	4	
Indonesian/Malay	fall	ʤatuh	jatuh	4	
Kendayan 2	fall	ʤantuʔ	jantu7	4	
Keninjal	fall	ʤatuʔ	jatu7	4	
Seberuang	fall	ʤatoʔ	jato7	4	
Benyadu	fall	ʤantúʔ	jantu7	4	
Bekati	fall	ʤantṵː	jantu	4	
Jangkang	fall	ʤotuʔ	jotu7	4	
Ribun	fall	ʤotuk	jotuk	4	
Ngaju	fall	mənʤatuʔ	m3njatu7	4	
Kapuas	fall	məñʤatuʔ	m3njatu7	4	
Tawoyan	fall	ʤatu	jatu	4	
Benuaq	fall	lotu	lotu	4	
Tunjung	fall	tatuy	tatui	4	
Berawan (jeegan)	fall	cæto	TEto	4	
SBisaya	fall	naratuʔ	naratu7	4	
BrDusun	fall	nəratuʔ	n3ratu7	4	
LBisaya	fall	ratuʔ	ratu7	4	
Lotud	fall	naratuʔ	naratu7	4	
Burusu	fall	datuʔ	datu7	4	
Idaan	fall	ratuʔ	ratu7	4	
Seguliud	fall	aratuʔ	aratu7	4	
Begak	fall	ratuʔ	ratu7	4	
Taman	fall	adatoʔ	adato7	4	
Indonesian/Malay	fall	ʤatuh	jatuh	4	
Kendayan 2	fall	ʤantuʔ	jantu7	4	
Keninjal	fall	ʤatuʔ	jatu7	4	
Seberuang	fall	ʤatoʔ	jato7	4	
Benyadu	fall	ʤantúʔ	jantu7	4	
Jangkang	fall	ʤotuʔ	jotu7	4	
Ribun	fall	ʤotuk	jotuk	4	
Ngaju	fall	mənʤatuʔ	m3njatu7	4	
Paser	fall	latu	latu	4	
Tunjung	fall	tatuy	tatui	4	
Dalat Melanau	fall	ʤatoʔ	jato7	4	
Kiput	fall	kadəy	kad3i	4	
Berawan (jeegan)	fall	cæto	TEto	4	
SBisaya	fall	naratuʔ	naratu7	4	
BrDusun	fall	nəratuʔ	n3ratu7	4	
LBisaya	fall	ratuʔ	ratu7	4	
Lotud	fall	naratuʔ	naratu7	4	
Idaan	fall	ratuʔ	ratu7	4	
Seguliud	fall	aratuʔ	aratu7	4	
Begak	fall	ratuʔ	ratu7	4	
Ketapang	fall	garak	garak	5	
Ketapang	fall	garak	garak	5	
Kelai	fall	tuat	tuat	6	
Kelai	fall	tuat	tuat	6	
Punan Tuvu'	fall	bam	bam	7	
Punan Tuvu'	fall	bam	bam	7	
Hovongan	fall	nuhan	nuhan	8	
Seputan	fall	nohan	nohan	8	
Aoheng	fall	nohan	nohan	8	
Hovongan	fall	nuhan	nuhan	8	
Seputan	fall	nohan	nohan	8	
Aoheng	fall	nohan	nohan	8	
Lun-Dayeh	fall	məfəh	m3f3h	9	
Lun-Dayeh	fall	məfəh	m3f3h	9	
Bakumpai	fall	siup	siup	10	
Ngorek	fall	añan	aan	11	
Long Gelat	far	dələŋ	d3l3N	1	
Modang woeg helag	far	dəloᵍŋ	d3loN	1	
Taman	far	anʤoːʔ	anjo7	2	
Ambalo	far	baʤaoʔ	bajao7	2	
Indonesian/Malay	far	ʤauh	jauh	2	
Kendayan 2	far	naŋ ʤauh	naNjauh	2	
Ketapang	far	ʤówoh	jowoh	2	
Keninjal	far	ʤauh	jauh	2	
Seberuang	far	ʤawəh	jaw3h	2	
Upper Kapuas Iban	far	ʤaoə̯h	jao3h	2	
Mualang	far	ʤawəh	jaw3h	2	
Benyadu	far	ʤauh	jauh	2	
Bekati	far	ʤauh	jauh	2	
Hliboi Bidayuh	far	ʤuːə̯ʔ	ju37	2	
Sungkung	far	ʤoʔ	jo7	2	
Golik	far	ʤɔʔ	jo7	2	
Jangkang	far	oʤu	oju	2	
Ribun	far	oʤau	ojau	2	
Pangkodan Sanggau	far	ʤau	jau	2	
Kadorih	far	maʰcuʔ	mahTu7	2	
Ngaju	far	keʤau	kejau	2	
Kapuas	far	keʤaw	kejaw	2	
Bakumpai	far	keʤaw	kejaw	2	
Tawoyan	far	oroʔ	oro7	2	
Paser	far	oro	oro	2	
Benuaq	far	oroːʔ	oro7	2	
Tunjung	far	ncoʔ	nTo7	2	
Basap (Lebo)	far	rəʤoʔ	r3jo7	2	
Tabalar Basap	far	haʤuh	hajuh	2	
Segai Basap	far	ʤoh	joh	2	
Ngorek	far	su	su	2	
Mpraa	far	cau̯	Tau	2	
Baram Kayan	far	su	su	2	
Apo Kayan Kayan	far	suːʔ	su7	2	
Busang	far	suʔ	su7	2	
Bahau Saq	far	suːʔ	su7	2	
PKM	far	ʤuʔ	ju7	2	
Gaai	far	gʤah	gjah	2	
Kelai	far	kʤah	kjah	2	
Dalat Melanau	far	ʤaoʔ	jao7	2	
Dalat Melanau	far	ʤauʔ	jau7	2	
Kanowit	far	məʤuʔ	m3ju7	2	
Sekapan	far	məʤauʔ	m3jau7	2	
Kejaman	far	məʔʤuʔ	m37ju7	2	
Lahanan	far	məʤuʔ	m3ju7	2	
Punan Bah	far	mɔsuʔ	mosu7	2	
Beketan	far	moʤuʔ	moju7	2	
Punan Lisum	far	maʤuʔ	maju7	2	
Punan Lisum	far	muʤuʔ	muju7	2	
Punan Aput	far	moʤuʔ	moju7	2	
Ukit	far	muʤuʔ	muju7	2	
Buket	far	muʤuʔ	muju7	2	
Hovongan	far	mooco	mooTo	2	
Seputan	far	mocuʔ	moTu7	2	
Aoheng	far	mocu	moTu	2	
Sebop (old)	far	ʤu	ju	2	
Penan Mubui	far	ʤuʔ	ju7	2	
Penan Jekitan	far	ʤuʔ	ju7	2	
Penan Beku	far	ʤuʔ	ju7	2	
Vo	far	ʄoʔ	Co7	2	
Pawe	far	suʔ	su7	2	
Gah	far	ʤoʔ	jo7	2	
Laang	far	ʤoʔ	jo7	2	
Sawa	far	coʔ	To7	2	
Tau	far	coʔ	To7	2	
Badeng	far	coʔ	To7	2	
Lun-Dayeh	far	ado	ado	2	
Kelabit	far	ado	ado	2	
Miri	far	ʤau̩ʔ	jau7	2	
Narum	far	ʤaoʔ	jao7	2	
Kiput	far	ʤəuʔ	j3u7	2	
