doculect	concept	ipa	asjp	cogid	Gold
Dalat Melanau	ash	dabəw	dab3w	2	
Kanowit	ash	abəw	ab3w	2	
Sekapan	ash	avəw	av3w	2	
Kejaman	ash	avəw	av3w	2	
Lahanan	ash	avəw	av3w	2	
Punan Tuvu'	ash	afuh	afuh	2	
Punan Bah	ash	avu	avu	2	
Punan Lisum	ash	avu	avu	2	
Punan Aput	ash	avu	avu	2	
Ukit	ash	avu	avu	2	
Buket	ash	avu	avu	2	
Hovongan	ash	avu	avu	2	
Kereho	ash	avu	avu	2	
Sebop (old)	ash	avuʔ	avu7	2	
Penan Mubui	ash	avəwʔ	av3w7	2	
Penan Beku	ash	avəwʔ	av3w7	2	
Pawe	ash	avəw	av3w	2	
Sawa	ash	abu	abu	2	
Lun-Dayeh	ash	abuh	abuh	2	
Kelabit	ash	abuh	abuh	2	
Miri	ash	abuh	abuh	2	
Narum	ash	abew	abew	2	
Kiput	ash	abəw	ab3w	2	
Berawan (Terawan)	ash	akkuh	akkuh	2	
SBisaya	ash	abu	abu	2	
BrDusun	ash	abuk	abuk	2	
LBisaya	ash	abuk	abuk	2	
Lotud	ash	awu	awu	2	
Burusu	ash	dau	dau	2	
Idaan	ash	au	au	2	
Idaan	ash	awu	awu	2	
Seguliud	ash	abuk	abuk	2	
Begak	ash	au	au	2	
Begak	ash	awu	awu	2	
Bonggi	ash	abu	abu	2	
Bulungan	ash	abu	abu	2	
Vo	ash	ayo	aio	3	4
Gah	ash	ayo	aio	3	4
Dusun	ash	walelun	walelun	4	5
Tawoyan	ash	bəloŋor	b3loNor	5	6
Berawan (jeegan)	ash	aʔoəy	a7o3i	6	7
Rungus	ash	avu			2
Kadazan Kimanis	ash	hisofu			2
Dumpas	ash	orisoŋ			8
Lingkabau	ash	awu			2
Lobu Lanas	ash	au			2
Tatana	ash	abu			2
Papar	ash	au			2
Timugon Murut	ash	kau			2
Tidung Sumbol	ash	kabuʔ			2
Kendayan 2	ask	batan͂aʔ	batana7	1	
Ketapang	ask	bətakon	b3takon	1	2
Keninjal	ask	bətan͂aʔ	b3tana7	1	
Mualang	ask	bətañaʔ	b3tana7	1	
Kereho	ask	bokotoŋ	bokotoN	1	2
Seberuang	ask	nan͂aʔ	nana7	2	1
Upper Kapuas Iban	ask	nañaʔ	nana7	2	1
Bekati	ask	ñaŋkeʸ	naNke	2	3
Dusun	ask	nane	nane	2	1
Ribun	ask	bupiséʔ	bupise7	3	4
Pangkodan Sanggau	ask	bəpisɛːʔ	b3pisE7	3	4
Kadorih	ask	ŋisok	Nisok	4	5
Ngaju	ask	ñisek	nisek	4	5
Kapuas	ask	məʔiŋsek	m37iNsek	4	5
Kapuas	ask	misek	misek	4	5
Bakumpai	ask	məʔiŋsek	m37iNsek	4	5
Benuaq	ask	pənik	p3nik	5	6
Benuaq	ask	səmpənik	s3mp3nik	5	6
Maanyan	ask	nuntiʔ	nunti7	6	8
Tawoyan	ask	ñitup	nitup	6	9
Paser	ask	ŋunti	Nunti	6	8
Tunjung	ask	əntay	3ntai	6	8
Basap (Lebo)	ask	ŋəntaña	N3ntana	6	1
Ngorek	ask	mətəŋ	m3t3N	6	10
Mpraa	ask	taːŋ	taN	6	10
Baram Kayan	ask	mətəŋ	m3t3N	6	10
Apo Kayan Kayan	ask	məttaŋ	m3ttaN	6	10
Busang	ask	mətaŋ	m3taN	6	10
Bahau Saq	ask	mətaːŋ	m3taN	6	10
Long Gelat	ask	məteə̯ŋ	m3te3N	6	10
Modang woeg helag	ask	mətaːŋ	m3taN	6	10
Penan Mubui	ask	nətəŋ	n3t3N	6	10
Penan Jekitan	ask	mutəwʔ	mut3w7	6	11
Penan Beku	ask	mutəwʔ	mut3w7	6	11
Vo	ask	mutu	mutu	6	11
Pawe	ask	mutəw	mut3w	6	11
Gah	ask	mutu	mutu	6	11
Laang	ask	putok	putok	6	12
Sawa	ask	mutok	mutok	6	12
Tau	ask	mutu	mutu	6	11
Badeng	ask	mutu	mutu	6	11
Lun-Dayeh	ask	mitun	mitun	6	12
Kelabit	ask	itun	itun	6	12
SBisaya	ask	muot	muot	6	22
SBisaya	ask	watan	watan	6	22
Lotud	ask	muho	muho	6	22
Burusu	ask	ntano	ntano	6	1
Bulungan	ask	ŋəntəña	N3nt3na	6	1
Gaai	ask	dahwae̯ʔ	dahwae7	7	16
Kelai	ask	dɛ wæːʔ	dEwE7	7	16
Dalat Melanau	ask	məlabaw	m3labaw	8	17
Kanowit	ask	nəlabaw	n3labaw	8	17
Sekapan	ask	malavaw	malavaw	8	17
Sekapan	ask	mavaw	mavaw	8	17
Sekapan	ask	məmavaw	m3mavaw	8	17
Kejaman	ask	ŋəlavaw	N3lavaw	8	17
Lahanan	ask	nəlavaw	n3lavaw	8	17
Punan Bah	ask	malavaw	malavaw	8	17
Punan Lisum	ask	ñəraŋo	n3raNo	9	18
Ukit	ask	pamat	pamat	10	19
Buket	ask	pamat	pamat	10	19
Jangkang	ask	niʤi	niji	11	20
Hovongan	ask	noʤo	nojo	11	21
Kereho	ask	bocuʔu	boTu7u	12	21
Seputan	ask	coʔu	To7u	12	21
Aoheng	ask	coʔu	To7u	12	21
Sungkung	ask	sikɛtn	sikEtn	13	22
Idaan	ask	sukkot	sukkot	13	22
Benyadu	ask	mansikatn	mansikatn	14	22
Golik	ask	ñusut	nusut	14	15
BrDusun	ask	nuot	nuot	14	22
Idaan	ask	mənukot	m3nukot	14	22
Seguliud	ask	manukot	manukot	14	22
Begak	ask	mənukot	m3nukot	14	22
LBisaya	ask	kamuot	kamuot	15	22
Bonggi	ask	kimuat	kimuat	15	22
Punan Aput	ask	pəkulow	p3kulow	16	14
Sebop (old)	ask	tuʤuʔ	tuju7	17	13
BrDusun	ask	muot	muot	18	22
Rungus	ask	moŋoduat			24
Kadazan Kimanis	ask	muhot			22
Dumpas	ask	moŋoduat			24
Lingkabau	ask	məŋəduat			24
Lobu Lanas	ask	məŋimuri			23
Tatana	ask	maguot			22
Papar	ask	muhot			22
Timugon Murut	ask	maŋkuot			22
Tidung Sumbol	ask	aguntanoʔ			25
Kendayan 2	aunt	bibiʔ	bibi7	2	
Keninjal	aunt	bibiʔ	bibi7	2	
Seberuang	aunt	iboʔ	ibo7	2	
Upper Kapuas Iban	aunt	iboʔ	ibo7	2	
Mualang	aunt	bibi	bibi	2	
Mualang	aunt	iboʔ	ibo7	2	
Ribun	aunt	bibiʔ	bibi7	2	
Pangkodan Sanggau	aunt	bibiʔ	bibi7	2	
BrDusun	aunt	yabuʔ	iabu7	2	3
Lotud	aunt	abuʔ	abu7	2	3
Idaan	aunt	babuʔ	babu7	2	3
Seguliud	aunt	babuʔ	babu7	2	3
Jangkang	aunt	noʔ	no7	3	4
Kadorih	aunt	minaʔ	mina7	3	5
Ngaju	aunt	minaʔ	mina7	3	5
Kapuas	aunt	minaʔ	mina7	3	5
Bakumpai	aunt	minaʔ	mina7	3	5
Paser	aunt	mena	mena	3	5
Benuaq	aunt	inaʔ	ina7	3	5
Tunjung	aunt	meːʔ	me7	3	5
Basap (Lebo)	aunt	səmena	s3mena	3	5
Ngorek	aunt	tinan	tinan	3	6
Busang	aunt	nayaʔ	naia7	3	7
Busang	aunt	nuʔuk	nu7uk	3	4
Bahau Saq	aunt	inay ayaʔ	inaiaia7	3	8
Bahau Saq	aunt	uːk	uk	3	4
Sekapan	aunt	kəmina	k3mina	3	5
Kejaman	aunt	kəminah	k3minah	3	5
Lahanan	aunt	kəminah	k3minah	3	5
Punan Lisum	aunt	mineʔ	mine7	3	5
Punan Aput	aunt	minɛʔ	minE7	3	5
Lun-Dayeh	aunt	tinan piakən	tinanpiak3n	3	6
Kiput	aunt	kəminaan	k3minaan	3	5
SBisaya	aunt	indu inaŋ	induinaN	3	9
BrDusun	aunt	kaminan	kaminan	3	5
LBisaya	aunt	kaminan	kaminan	3	5
Burusu	aunt	timinan	timinan	3	5
Idaan	aunt	kəminan	k3minan	3	5
Seguliud	aunt	tinno	tinno	3	6
Seguliud	aunt	kaminan	kaminan	3	5
Begak	aunt	minan	minan	3	5
Bonggi	aunt	mien	mien	3	5
Golik	aunt	yadonak	iadonak	4	10
Ngorek	aunt	inay	inai	4	11
Apo Kayan Kayan	aunt	inay	inai	4	11
LBisaya	aunt	yaŋa	iaNa	4	12
Bulungan	aunt	sinani	sinani	4	6
Maanyan	aunt	tutuʔ	tutu7	5	13
Dalat Melanau	aunt	tuaʔ	tua7	5	14
Long Gelat	aunt	pün	pn	6	15
Punan Tuvu'	aunt	ipun	ipun	6	15
Punan Bah	aunt	ipun	ipun	6	15
Ukit	aunt	ipuy	ipui	6	15
Buket	aunt	ipuy	ipui	6	15
Mpraa	aunt	hniə̯̃ hakan	hni3hakan	7	6
Kereho	aunt	nokan	nokan	7	4
Seputan	aunt	inon okan	inonokan	7	4
Aoheng	aunt	inon okan	inonokan	7	4
Long Gelat	aunt	nae̯ sok	naesok	8	16
Modang woeg helag	aunt	doe sok	doesok	8	17
Dusun	aunt	buʤaᵍŋ	bujaN	9	18
Tawoyan	aunt	burok	burok	9	19
Sungkung	aunt	sabodədayukŋ	sabod3daiukN	10	20
Jangkang	aunt	ua	ua	11	21
Kelai	aunt	neə̯ʔ uyɪn	ne37uiin	12	22
Lotud	aunt	abuʔ			3
Rungus	aunt	inay			5
Kadazan Kimanis	aunt	inay			5
Dumpas	aunt	kaminan			5
Lingkabau	aunt	inan			5
Lobu Lanas	aunt	minan			5
Tatana	aunt	inay			5
Papar	aunt	minan			5
Timugon Murut	aunt	inan			5
Tidung Sumbol	aunt	itit			23
Kendayan 2	bad	ʤahat	jahat	1	3
Ketapang	bad	ʤóhat	johat	1	3
Keninjal	bad	ʤahat	jahat	1	3
Seberuang	bad	ʤaeʔ	jae7	1	4
Upper Kapuas Iban	bad	ʤaeʔ	jae7	1	4
Mualang	bad	ʤahát	jahat	1	3
Benyadu	bad	ʤahat	jahat	1	3
Bekati	bad	ʤahḛ́ʔ	jahe7	1	4
Hliboi Bidayuh	bad	ʤaʔat	ja7at	1	3
Sungkung	bad	samuh	samuh	1	5
Jangkang	bad	ʤahat	jahat	1	3
Jangkang	bad	balak	balak	1	6
Pangkodan Sanggau	bad	ʤahat	jahat	1	3
Kadorih	bad	caat	Taat	1	3
Bakumpai	bad	ʤahat	jahat	1	3
Dusun	bad	ʤahat	jahat	1	3
Tawoyan	bad	daat	daat	1	3
Paser	bad	ʤahat	jahat	1	3
Benuaq	bad	data	data	1	7
Tunjung	bad	pəʤay	p3jai	1	8
Basap (Lebo)	bad	ʤaʔat	ja7at	1	3
Ngorek	bad	saʔaʔ	sa7a7	1	10
Mpraa	bad	taʔaya̯ʔ	ta7aia7	1	10
Baram Kayan	bad	ʤiʔək	ji73k	1	10
Apo Kayan Kayan	bad	ʤiʔək	ji73k	1	10
Busang	bad	ʤaʔak	ja7ak	1	10
Bahau Saq	bad	siʔak	si7ak	1	10
Long Gelat	bad	eə̯ʔ	e37	1	10
Dalat Melanau	bad	ʤaʔət	ja73t	1	3
Kanowit	bad	ʤeʔeʔ	je7e7	1	3
Sekapan	bad	ʤaʔat	ja7at	1	3
Kejaman	bad	ʤaʔat	ja7at	1	3
Lahanan	bad	ʤaʔat	ja7at	1	3
Punan Tuvu'	bad	ʤɛt	jEt	1	3
Punan Bah	bad	ʤettey	jettei	1	3
Punan Lisum	bad	ʤiət	ji3t	1	3
Punan Aput	bad	ʤiɛt	jiEt	1	3
Ukit	bad	ʤiət	ji3t	1	3
Buket	bad	ʤiət	ji3t	1	3
Hovongan	bad	caʔat	Ta7at	1	3
Kereho	bad	caʔat	Ta7at	1	3
Seputan	bad	caʔat	Ta7at	1	3
Aoheng	bad	caʔat	Ta7at	1	3
Sebop (old)	bad	ʤaʔət	ja73t	1	3
Penan Mubui	bad	saʔat	sa7at	1	3
Penan Jekitan	bad	saat	saat	1	3
Vo	bad	ʤaʔat	ja7at	1	3
Pawe	bad	ʤaʔət	ja73t	1	3
Gah	bad	ʤaʔət	ja73t	1	3
Laang	bad	ʤat	jat	1	3
Sawa	bad	ʤaʔat	ja7at	1	3
Tau	bad	ʤaʔat	ja7at	1	3
Badeng	bad	ʤaʔat	ja7at	1	3
Lun-Dayeh	bad	data	data	1	7
Kelabit	bad	daʔət	da73t	1	3
Miri	bad	ʤaʔat	ja7at	1	3
Narum	bad	ʤeə̯t	je3t	1	3
Kiput	bad	saat	saat	1	3
Berawan (jeegan)	bad	ʤat	jat	1	3
Berawan (Terawan)	bad	ʤeʔ	je7	1	3
SBisaya	bad	maʤaat	majaat	1	3
BrDusun	bad	raat	raat	1	3
LBisaya	bad	raat	raat	1	3
Lotud	bad	araʔat	ara7at	1	3
Burusu	bad	arat	arat	1	3
Idaan	bad	arat	arat	1	3
Seguliud	bad	arat	arat	1	3
Begak	bad	arat	arat	1	3
Bonggi	bad	ndoot	ndoot	1	3
Bulungan	bad	bəʤit	b3jit	1	3
Ngaju	bad	papaʔ atey	papa7atei	2	11
Kapuas	bad	papaʔ	papa7	2	11
Golik	bad	bɛk	bEk	3	12
Modang woeg helag	bad	aːk	ak	3	10
Gaai	bad	ak	ak	3	10
Kelai	bad	æk	Ek	3	10
Ribun	bad	kubia̯k	kubiak	4	12
Maanyan	bad	murun	murun	5	13
Dusun	bad	buruk untun atey	burukuntunatei	6	13
Lotud	bad	ogompod	ogompod	7	14
Rungus	bad	araʔat			3
Kadazan Kimanis	bad	ayaʔat			3
Dumpas	bad	araay			15
Lingkabau	bad	əraay			15
Lobu Lanas	bad	əraay			15
Tatana	bad	maraat			3
Papar	bad	maraʔay			15
Timugon Murut	bad	malaat			3
Tidung Sumbol	bad	maat			3
Kendayan 2	bait	ompan	ompan	1	
Ketapang	bait	umpan	umpan	1	
Keninjal	bait	umpan	umpan	1	
Seberuang	bait	umpan	umpan	1	
Upper Kapuas Iban	bait	umpan	umpan	1	
Mualang	bait	umpan	umpan	1	
Benyadu	bait	umpatn	umpatn	1	
Bekati	bait	mpat	mpat	1	
Hliboi Bidayuh	bait	patn	patn	1	
Sungkung	bait	upatn	upatn	1	
Golik	bait	umpatˀn	umpatn	1	
Jangkang	bait	umpatn	umpatn	1	
Ribun	bait	mpatn	mpatn	1	
Pangkodan Sanggau	bait	umpan	umpan	1	
Kadorih	bait	opan	opan	1	
Ngaju	bait	umpan	umpan	1	
Kapuas	bait	umpap	umpap	1	
Bakumpai	bait	umpan	umpan	1	
Maanyan	bait	upan	upan	1	
Dusun	bait	opan	opan	1	
Tawoyan	bait	pəkompan	p3kompan	1	
Benuaq	bait	ompaᵗn	ompan	1	
Tunjung	bait	umpaᵗn	umpan	1	
Basap (Lebo)	bait	məmpan	m3mpan	1	
Mpraa	bait	puə̯t	pu3t	1	2
Apo Kayan Kayan	bait	upat	upat	1	2
Busang	bait	upat	upat	1	2
Bahau Saq	bait	upat	upat	1	2
Bahau Saq	bait	uput	uput	1	2
Long Gelat	bait	piə̯n	pi3n	1	1
Gaai	bait	pan	pan	1	1
Kelai	bait	pæːn	pEn	1	1
Kanowit	bait	pan	pan	1	1
Sekapan	bait	upan	upan	1	1
Kejaman	bait	upah	upah	1	1
Lahanan	bait	upət	up3t	1	2
Punan Tuvu'	bait	upɛt	upEt	1	2
Punan Bah	bait	upan	upan	1	1
Punan Lisum	bait	ipan	ipan	1	1
Punan Aput	bait	ipot	ipot	1	2
Ukit	bait	ipan	ipan	1	1
Buket	bait	ipan	ipan	1	1
Hovongan	bait	upot	upot	1	2
Kereho	bait	upot	upot	1	2
Seputan	bait	opot	opot	1	2
Aoheng	bait	opot	opot	1	2
Sebop (old)	bait	pan	pan	1	1
Penan Mubui	bait	pan	pan	1	1
Penan Jekitan	bait	pan	pan	1	1
Penan Beku	bait	pan	pan	1	1
Vo	bait	pan	pan	1	1
Lun-Dayeh	bait	opan	opan	1	1
Kelabit	bait	upan	upan	1	1
Miri	bait	ufan	ufan	1	1
Narum	bait	upan	upan	1	1
Kiput	bait	upaan	upaan	1	1
Berawan (jeegan)	bait	opan	opan	1	1
Berawan (Terawan)	bait	upan	upan	1	1
Burusu	bait	umpan	umpan	1	1
Bekati	bait	paŋkuman bimtḭː	paNkumanbimti	2	3
Ketapang	bamboo	porɛŋ	porEN	1	
Seberuang	bamboo	pəɣiə̯ŋ	p3xi3N	1	
Kadorih	bamboo	poriŋ	poriN	1	
Dusun	bamboo	pariə̯ŋ	pari3N	1	
Benyadu	bamboo	tarekŋ	tarekN	2	
Sungkung	bamboo	taley	talei	2	
Maanyan	bamboo	telaŋ	telaN	2	
Paser	bamboo	tolaŋ	tolaN	2	
Kendayan 2	bamboo	buuh	buuh	3	
Upper Kapuas Iban	bamboo	buloə̯h	bulo3h	3	
Mualang	bamboo	buloə̯h	bulo3h	3	
Bekati	bamboo	muɣṵː	muxu	3	
Hliboi Bidayuh	bamboo	bləu̯ʔ	bl3u7	3	
Jangkang	bamboo	buɣu	buxu	3	
Pangkodan Sanggau	bamboo	buloh	buloh	3	
Ngaju	bamboo	puriŋ	puriN	3	
Kapuas	bamboo	bulu humbaŋ	buluhumbaN	3	
Bakumpai	bamboo	humbaŋ	humbaN	3	
Tawoyan	bamboo	baloʔ	balo7	3	
Tunjung	bamboo	lutuʔ	lutu7	3	4
Basap (Lebo)	bamboo	buloʔ	bulo7	3	
Ngorek	bamboo	bulu bətoŋ	bulub3toN	3	
Mpraa	bamboo	mbləw	mbl3w	3	
Baram Kayan	bamboo	buluʔ buŋ	bulu7buN	3	
Apo Kayan Kayan	bamboo	buluːʔ	bulu7	3	
Busang	bamboo	buluʔ	bulu7	3	
Bahau Saq	bamboo	buloːʔ	bulo7	3	
Long Gelat	bamboo	ləo̯ʔ	l3o7	3	
Modang woeg helag	bamboo	ləwʔ	l3w7	3	
Gaai	bamboo	ləwʔ	l3w7	3	
Kelai	bamboo	ləo̯ʔ	l3o7	3	
Dalat Melanau	bamboo	buluʔ	bulu7	3	
Kanowit	bamboo	buloʔ	bulo7	3	
Sekapan	bamboo	boləwʔ	bol3w7	3	
Kejaman	bamboo	buɮəwʔ	buL3w7	3	
Lahanan	bamboo	buluʔ	bulu7	3	
Punan Tuvu'	bamboo	buluʔ	bulu7	3	
Punan Bah	bamboo	buluʔ	bulu7	3	
Punan Lisum	bamboo	buɭuʔ	buLu7	3	
Punan Aput	bamboo	buluʔ	bulu7	3	
Ukit	bamboo	buluʔ	bulu7	3	
Buket	bamboo	buluʔ	bulu7	3	
Hovongan	bamboo	buu	buu	3	
Kereho	bamboo	buuʔ	buu7	3	
Seputan	bamboo	buɾu	buru	3	
Aoheng	bamboo	buru	buru	3	
Pawe	bamboo	buluʔ atoŋ	bulu7atoN	3	
Sawa	bamboo	buloʔ latoŋ	bulo7latoN	3	
Tau	bamboo	buloʔ	bulo7	3	
Badeng	bamboo	buloʔ	bulo7	3	
Lun-Dayeh	bamboo	buluʔ	bulu7	3	
Kelabit	bamboo	buluʔ	bulu7	3	
Miri	bamboo	buluʔ	bulu7	3	
Narum	bamboo	buluʔ	bulu7	3	
Berawan (jeegan)	bamboo	bulu	bulu	3	
Berawan (Terawan)	bamboo	bulu bətoŋ	bulub3toN	3	
Burusu	bamboo	buluʔ	bulu7	3	
Sebop (old)	bamboo	ləpək	l3p3k	4	
Penan Jekitan	bamboo	ləpək tup	l3p3ktup	4	
Penan Beku	bamboo	ləpək	l3p3k	4	
Vo	bamboo	latoŋ	latoN	5	
Gah	bamboo	latoŋ	latoN	5	
Laang	bamboo	latoŋ	latoN	5	
Keninjal	bamboo	aoɣ	aox	7	
Golik	bamboo	koyatˀn	koiatn	8	
Ribun	bamboo	muntɛ	muntE	9	
Benuaq	bamboo	bane	bane	10	
Kendayan 2	banana	pisaŋ	pisaN	1	
Ketapang	banana	pisaŋ	pisaN	1	
Keninjal	banana	pisaŋ	pisaN	1	
Seberuang	banana	pisaŋ	pisaN	1	
Upper Kapuas Iban	banana	pisaŋ	pisaN	1	
Mualang	banana	pisáŋ	pisaN	1	
Hliboi Bidayuh	banana	pisaŋ	pisaN	1	
Ngaju	banana	pisaŋ	pisaN	1	
Kapuas	banana	pisaŋ	pisaN	1	
Bakumpai	banana	pisaŋ	pisaN	1	
Paser	banana	pisaŋ	pisaN	1	
Lun-Dayeh	banana	bauŋ	bauN	1	2
Bulungan	banana	piseŋ	piseN	1	
Benyadu	banana	barak	barak	2	3
Bekati	banana	baɣaʔ	baxa7	2	3
Sungkung	banana	balaˣk	balak	2	3
Golik	banana	boʀak	borak	2	3
Jangkang	banana	boɣaʔ	boxa7	2	3
Ribun	banana	bohoʔ	boho7	2	3
Pangkodan Sanggau	banana	boɣaʔ	boxa7	2	3
Dalat Melanau	banana	balak	balak	2	3
Kanowit	banana	balaʔ	bala7	2	3
Kejaman	banana	baɮat	baLat	2	4
Lahanan	banana	baɮat	baLat	2	4
Punan Bah	banana	baliyo	baliio	2	5
Ukit	banana	balat	balat	2	4
Sebop (old)	banana	balak	balak	2	3
Penan Jekitan	banana	balak	balak	2	3
Penan Beku	banana	balak	balak	2	3
Kelabit	banana	baʔuŋ	ba7uN	2	13
Kadorih	banana	putiʔ	puti7	3	6
Maanyan	banana	punsi	punsi	3	6
Dusun	banana	punsi	punsi	3	6
Basap (Lebo)	banana	punti	punti	3	6
Ngorek	banana	poteʔ	pote7	3	6
Mpraa	banana	toyʔ	toi7	3	6
Apo Kayan Kayan	banana	puteːʔ	pute7	3	6
Busang	banana	puteʔ	pute7	3	6
Bahau Saq	banana	uteːʔ	ute7	3	6
Long Gelat	banana	pətoə̯	p3to3	3	6
Modang woeg helag	banana	pətoe	p3toe	3	6
Gaai	banana	ptay	ptai	3	6
Kelai	banana	ptay	ptai	3	6
Sekapan	banana	potey	potei	3	6
Punan Tuvu'	banana	putiʔ	puti7	3	6
Punan Lisum	banana	puteʔ	pute7	3	6
Punan Aput	banana	puteʔ	pute7	3	6
Buket	banana	putiʔ	puti7	3	6
Hovongan	banana	putiʔ	puti7	3	6
Kereho	banana	puti	puti	3	6
Seputan	banana	puti	puti	3	6
Aoheng	banana	puti	puti	3	6
Vo	banana	pəti	p3ti	3	6
Gah	banana	pəti	p3ti	3	6
Laang	banana	pəti	p3ti	3	6
Miri	banana	futayʔ	futai7	3	6
Narum	banana	putay	putai	3	6
Kiput	banana	puttay	puttai	3	6
Berawan (Terawan)	banana	tiñoʔ	tino7	3	7
SBisaya	banana	punti	punti	3	6
BrDusun	banana	punti	punti	3	6
LBisaya	banana	punti	punti	3	6
Burusu	banana	punti	punti	3	6
Idaan	banana	putti	putti	3	6
Seguliud	banana	putti	putti	3	6
Begak	banana	putti	putti	3	6
Bonggi	banana	funti	funti	3	6
Tawoyan	banana	ʤəloʔ	j3lo7	4	8
Benuaq	banana	ʤəloːʔ	j3lo7	4	8
Tunjung	banana	ʤəloʔ	j3lo7	4	8
Ketapang	banana	pəŋkaran	p3Nkaran	5	9
Lotud	banana	mansak	mansak	6	10
Rungus	banana	punti			6
Kadazan Kimanis	banana	duduŋu			11
Dumpas	banana	punti			6
Lingkabau	banana	punti			6
Lobu Lanas	banana	punti			6
Tatana	banana	duduŋuʔ			11
Papar	banana	utay			12
Timugon Murut	banana	punti			6
Tidung Sumbol	banana	puntiʔ			6
Bekati	banyan	nunuʔ	nunu7	1	
Hliboi Bidayuh	banyan	nnok	nnok	1	
Ribun	banyan	nunuʔ	nunu7	1	
Kadorih	banyan	ɾunuk	runuk	1	
Ngaju	banyan	lunuk	lunuk	1	
Kapuas	banyan	pun lunuk	punlunuk	1	
Bakumpai	banyan	lunuk	lunuk	1	
Maanyan	banyan	nunuk	nunuk	1	
Dusun	banyan	kakaw nunuk	kakawnunuk	1	
Tunjung	banyan	nunuːk	nunuk	1	
Basap (Lebo)	banyan	nunuk	nunuk	1	
Ngorek	banyan	lunok	lunok	1	
Mpraa	banyan	lunuːə̯ʔ	lunu37	1	
Baram Kayan	banyan	lunok	lunok	1	
Apo Kayan Kayan	banyan	lunuk	lunuk	1	
Busang	banyan	lunuk	lunuk	1	
Bahau Saq	banyan	lunuk	lunuk	1	
Long Gelat	banyan	lənət	l3n3t	1	
Kelai	banyan	l̩nuk	lnuk	1	
Kanowit	banyan	nunuk	nunuk	1	
Sekapan	banyan	lunuə̯ʔ	lunu37	1	
Kejaman	banyan	lunuə̯k	lunu3k	1	
Lahanan	banyan	lunuk	lunuk	1	
Punan Bah	banyan	nunuə̯ʔ	nunu37	1	
Punan Lisum	banyan	lunuk	lunuk	1	
Punan Aput	banyan	lunuk	lunuk	1	
Ukit	banyan	lunuk	lunuk	1	
Buket	banyan	lunuk	lunuk	1	
Hovongan	banyan	lunuʔ	lunu7	1	
Seputan	banyan	duno	duno	1	
Aoheng	banyan	runo	runo	1	
Penan Jekitan	banyan	nonok mutan	nonokmutan	1	
Penan Beku	banyan	nonok	nonok	1	
Vo	banyan	lunok	lunok	1	
Pawe	banyan	lunok	lunok	1	
Gah	banyan	lunok	lunok	1	
Laang	banyan	aka lunok	akalunok	1	
Sawa	banyan	lunok	lunok	1	
Burusu	banyan	nunuk	nunuk	1	
Kendayan 2	banyan	kayu ara	kaiuara	2	
Keninjal	banyan	kaya aɣa	kaiaaxa	2	
Benyadu	banyan	kayu ara	kaiuara	2	
Kereho	banyan	kayu ara	kaiuara	2	
Seberuang	banyan	pun bəriŋin	punb3riNin	3	
Mualang	banyan	bəɣiŋɛn	b3xiNEn	3	
Golik	banyan	put bəʀiŋin	putb3riNin	3	
Pangkodan Sanggau	banyan	pun baɣɛŋin	punbaxENin	3	
Ketapang	banyan	kriyayo	kriiaio	4	
Upper Kapuas Iban	banyan	puə̯n karaʔ	pu3nkara7	5	2
Sungkung	banyan	puʔutn kayuh nua̩	pu7utnkaiuhnua	6	
Gaai	banyan	pʔoə̯n alnəwk	p7o3naln3wk	7	1
Punan Tuvu'	banyan	lalow	lalow	8	
Lun-Dayeh	banyan	məruŋ	m3ruN	9	
Gaai	bark	laːs gʤaw	lasgjaw	1	
Kelai	bark	læːs kʤao̯	lEskjao	1	
Punan Lisum	bark	anit kiow	anitkiow	2	
Buket	bark	anit kiyəw	anitkii3w	2	
Bekati	bark	upaʔ kayu	upa7kaiu	3	
Kadorih	bark	upak kacuʔ	upakkaTu7	3	
Ngaju	bark	upak kayuʔ	upakkaiu7	3	
Maanyan	bark	upak kayu	upakkaiu	3	
Dusun	bark	upaku kay	upakukai	3	
Tawoyan	bark	upak kayu	upakkaiu	3	
Tunjung	bark	opek kaʤuʔ	opekkaju7	3	
Punan Tuvu'	bark	upaʔ	upa7	3	
Punan Aput	bark	upaʔ	upa7	3	
Ukit	bark	upaʔ	upa7	3	
Hovongan	bark	upaːʔ	upa7	3	
Kereho	bark	upaʔ kou	upa7kou	3	
Seputan	bark	upa puʔun	upapu7un	3	
Aoheng	bark	upa kau	upakau	3	
Penan Jekitan	bark	ipəʔ	ip37	3	
Kendayan 2	bark	kuit	kuit	4	
Keninjal	bark	kulit bataŋ	kulitbataN	4	
Seberuang	bark	kulit kayow	kulitkaiow	4	
Upper Kapuas Iban	bark	kulɪt kayoʔ	kulitkaio7	4	
Mualang	bark	kulɛə̯t pon	kulE3tpon	4	
Benyadu	bark	kurit kayu	kuritkaiu	4	
Hliboi Bidayuh	bark	klɪt kiuh	klitkiuh	4	
Sungkung	bark	kulit kayuh	kulitkaiuh	4	
Golik	bark	kuʀit botakˀŋ	kuritbotakN	4	
Jangkang	bark	kuɣɛt koyuh	kuxEtkoiuh	4	
Ribun	bark	kuhiə̯ʔ	kuhi37	4	
Pangkodan Sanggau	bark	kuɣɛt pun	kuxEtpun	4	
Kapuas	bark	kulit kayuʔ	kulitkaiu7	4	
Bakumpai	bark	kulit pohon	kulitpohon	4	
