ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
Sekapan,Sekapan,seka1248,Sekapan,skp,Papunesia,2.65,113.75,Austronesian
Seputan,Seputan,sepu1237,Seputan,,Papunesia,0.682,114.431,Austronesian
Sungkung,Sungkung,bida1239,Bidayuh-Southern Land Dayak,,,1.075,110.009,Austronesian
Tatana,Tatana,tata1257,Tatana,txx,Papunesia,5.5,115.55,Austronesian
Tau,Tau,umat1246,Uma Tau,,Papunesia,3.058,115.074,Austronesian
Tawoyan,Tawoyan,tawo1243,Tawoyan,twy,Papunesia,-1.855,115.863,Austronesian
Tidung_Sumbol,Tidung Sumbol,tidu1239,Tidung,tid,Papunesia,5.845,117.559,Austronesian
Timugon_Murut,Timugon Murut,timu1262,Timugon Murut,tih,Papunesia,5.18,115.83,Austronesian
Tunjung,Tunjung,tunj1244,Tunjung,tjg,Papunesia,-0.181,115.778,Austronesian
Ukit,Ukit,ukit1237,Ukit,umi,Papunesia,2.216,114.16,Austronesian
Upper_Kapuas_Iban,Upper Kapuas Iban,iban1264,Iban,iba,Papunesia,1.402,112.597,Austronesian
Vo,Vo,lowl1270,Lowland Kenyah,,,3.299,114.783,Austronesian
