ID,Name,Concepticon_ID,Concepticon_Gloss
1_above,above,,
2_adamsapple,adam's apple,,
3_aflame,aflame,,
4_afraid,afraid,,
5_after,after,,
6_age,age,,
7_agree,agree,,
8_alive,alive,,
9_all,all,,
10_alone,alone,,
11_already,already,,
12_always,always,,
13_ancestors,ancestors,,
14_and,and,,
15_angry,angry,,
16_animal,animal,,
17_ankle,ankle,,
18_annoyed,annoyed,,
19_answer,answer,,
20_ant,ant,,
21_apeorangutan,"ape, orangutan",,
22_armpit,armpit,,
23_arrive,arrive,,
24_ash,ash,,
25_ask,ask,,
26_aunt,aunt,,
27_baby,baby,,
28_babycarrier,baby carrier,,
29_back,back,,
30_bad,bad,,
31_bait,bait,,
32_bamboo,bamboo,,
33_banana,banana,,
34_banyan,banyan,,
35_bark,bark,,
36_barkingdeer,barking deer,,
37_bathe,bathe,,
38_bear,bear,,
39_because,because,,
40_become,become,,
41_bee,bee,,
42_before,before,,
43_begin,begin,,
44_behind,behind,,
45_bent,bent,,
46_betelchew,betel chew,,
47_betelnut,betel nut,,
48_between,between,,
49_big,big,,
50_binturong,binturong,,
51_bird,bird,,
52_bite,bite,,
53_bitter,bitter,,
54_black,black,,
55_blader,blader,,
56_blind,blind,,
57_blink,blink,,
58_blood,blood,,
59_blowaswind,"blow, as wind",,
60_blownose,blow nose,,
61_blowpipe,blowpipe,,
62_blowwithmouth,"blow, with mouth",,
63_boar,boar,,
64_body,body,,
65_bodyhair,body hair,,
66_bone,bone,,
67_bored,bored,,
68_bowl,bowl,,
69_brain,brain,,
70_branch,branch,,
71_brave,brave,,
72_breast,breast,,
73_breastfeed,breast feed,,
74_breathe,breathe,,
75_bridge,bridge,,
76_broom,broom,,
77_burn,burn,,
78_burp,burp,,
79_burry,burry,,
80_but,but,,
81_butterfly,butterfly,,
82_buy,buy,,
83_calf,calf,,
84_call,call,,
85_canable,can; able,,
86_canine,canine,,
87_canoe,canoe,,
88_capsize,capsize,,
89_carryasabackpack,carry as a backpack,,
90_carryasahandle,carry as a handle,,
91_carryontheshoulder,carry on the shoulder,,
92_carryunderonearm,carry under one arm,,
93_cat,cat,,
94_cataract,cataract,,
95_catchasaball,catch as a ball,,
96_centepede,centepede,,
97_chair,chair,,
98_cheek,cheek,,
99_chest,chest,,
100_chew,chew,,
101_chicken,chicken,,
102_child,child,,
103_chin,chin,,
104_choke,choke,,
105_choose,choose,,
106_chopasmeat,chop as meat,,
107_cicada,cicada,,
108_clean,clean,,
109_climb,climb,,
110_cloud,cloud,,
111_cockroach,cockroach,,
112_coconut,coconut,,
113_coffin,coffin,,
114_cold,cold,,
115_collapse,collapse,,
116_come,come,,
117_cook,cook,,
118_cookedrice,cooked rice,,
119_corpse,corpse,,
120_coucal,coucal,,
121_cough,cough,,
122_count,count,,
123_cousin,cousin,,
124_crab,crab,,
125_crack,crack,,
126_crocodile,crocodile,,
127_cry,cry,,
128_dance,dance,,
129_dark,dark,,
130_dart,dart,,
131_daughterinlaw,daughter in law,,
132_day,day,,
133_deaf,deaf,,
134_death,death,,
135_deep,deep,,
136_deer,deer,,
137_derrisroot,derris root,,
138_diarrhea,diarrhea,,
139_die,die,,
140_different,different,,
141_difficult,difficult,,
142_dig,dig,,
143_dirty,dirty,,
144_dividepullorpushapart,"divide, pull or push apart",,
145_divorceseparate,divorce/separate,,
146_dizzy,dizzy,,
147_dog,dog,,
148_dompig,dom. Pig,,
149_door,door,,
150_downriver,downriver,,
151_dragon,dragon,,
152_dragonfly,dragonfly,,
153_dream,dream,,
154_drink,drink,,
155_drop,drop,,
156_drown,drown,,
157_drum,drum,,
158_drunk,drunk,,
159_dry,dry,,
160_dull,dull,,
161_durian,durian,,
162_dust,dust,,
163_eagle,eagle,,
164_ear,ear,,
165_earthworm,earthworm,,
166_easy,easy,,
167_eat,eat,,
168_edge,edge,,
169_egg,egg,,
170_egret,egret,,
171_eight,eight,,
172_elbow,elbow,,
173_empty,empty,,
174_enemy,enemy,,
175_enough,enough,,
176_enter,enter,,
177_evening,evening,,
178_every,every,,
179_everyday,every day,,
180_excrement,excrement,,
181_eye,eye,,
182_eyebrow,eye brow,,
183_eyelash,eyelash,,
184_face,face,,
185_fall,fall,,
186_false,.false,,
187_far,far,,
188_fast,fast,,
189_fat,fat,,
190_father,father,,
191_fatherinlaw,father in law,,
192_fathom,fathom,,
193_fatn,fat (n),,
194_feeling,feeling,,
195_fell,fell,,
196_fern,fern,,
197_fever,fever,,
198_few,few,,
199_fieldhut,field hut,,
200_fight,fight,,
201_fill,fill,,
202_fin,fin,,
203_find,find,,
204_finger,finger,,
205_fingernail,finger nail,,
206_finish,finish,,
207_fire,fire ,,
208_fireplace,fireplace,,
209_firewood,firewood,,
210_firewoodstorage,firewood storage,,
211_fish,fish,,
212_five,five,,
213_flat,flat,,
214_flesh,flesh,,
215_float,float,,
216_flood,flood,,
217_floor,floor,,
218_flower,flower,,
219_fly,fly,,
220_flyinglemur,flying lemur,,
221_fontanelle,fontanelle,,
222_food,food,,
223_forehead,forehead,,
224_forget,forget,,
225_four,four,,
226_friend,friend,,
227_frighten,frighten,,
228_frog,frog,,
229_from,from,,
230_fruit,fruit,,
231_fruitbat,fruit bat,,
232_fry,fry,,
233_full,full,,
234_fulloffood,"full, of food",,
235_gall,gall,,
236_gecko,gecko,,
237_ghost,ghost,,
238_gibbon,gibbon,,
239_gills,gills,,
240_give,give,,
241_givebirth,give birth,,
242_go,go,,
243_goiter,goiter,,
244_good,good,,
245_grainary,grainary,,
246_grandchild,grandchild,,
247_grandfather,grandfather,,
248_grandmother,grandmother,,
249_grass,grass,,
250_grasshopper,grasshopper,,
251_grave,grave,,
252_greatarguspheasant,great argus pheasant,,
253_growasaplant,"grow, as a plant",,
254_gums,gums,,
255_hairwhirl,hair whirl,,
256_half,half,,
257_hammer,hammer,,
258_handarm,hand/arm,,
259_handspan,handspan,,
260_hang,hang,,
261_happy,happy,,
262_hard,hard,,
263_harvest,harvest,,
264_hat,hat,,
265_have,have,,
266_head,head,,
267_headhair,head hair,,
268_headhunting,headhunting,,
269_heart,heart,,
270_heavy,heavy,,
271_heel,heel,,
272_helmetedhornbill,helmeted hornbill,,
273_help,help,,
274_here,here,,
275_heron,heron,,
276_heshe,he/she,,
277_hiccup,hiccup,,
278_hideoneself,hide oneself,,
279_hoarse,hoarse,,
280_hold,hold,,
281_hole,hole,,
282_hook,hook,,
283_horn,horn,,
284_hot,hot,,
285_house,house,,
286_housepost,house post,,
287_how,how,,
288_howmany,how many,,
289_hundred,hundred,,
290_hungry,hungry,,
291_huntwithadog,hunt with a dog,,
292_husband,husband,,
293_husk,husk,,
294_i,i,,
295_i,I,,
296_if,if,,
297_indexfinger,index finger,,
298_infront,in front,,
299_insectbat,insect bat,,
300_inside,inside,,
301_insult,insult,,
302_intestinalworms,intestinal worms,,
303_intestines,intestines,,
304_ironwood,ironwood,,
305_island,island,,
306_itchy,itchy,,
307_jealous,jealous,,
308_jump,jump,,
309_kick,kick,,
310_kill,kill,,
311_kiss,kiss,,
312_knee,knee,,
313_knife,knife,,
314_knuckle,knuckle,,
315_lake,lake,,
316_land,land,,
317_largefly,large fly,,
318_largemortar,large mortar,,
319_largepestle,large pestle,,
320_laugh,laugh,,
321_lazy,lazy,,
322_leaf,leaf,,
323_leak,leak,,
324_learn,learn,,
325_leave,leave,,
326_leech,leech,,
